id,type_valeur,montant,code_banque_don,code_banque_dest,rib_donneur,rib_beneficiaire,rib_donneur_valide,rib_beneficiaire_valide,date_operation,echeance_depassee,meme_banque,situation_donneur,type_compte,a_ete_rejete,code_rejet
6185,10,634.991,07,20,07869113890747994279,20757375621804376525,1,1,20260309,0,0,0,3,0,00
6186,10,3690.47,26,26,26582089285089947748,26376617481660142916,1,1,20260323,0,1,0,1,0,00
6187,10,6015.391,08,14,08851577029236964819,14498133886524384038,1,1,20260213,0,0,0,1,0,00
6188,30,5177.678,12,08,12202153526613943171,08338113915211890669,1,1,20260223,0,0,0,1,0,00
6189,10,2652.33,02,03,02001000432161289493,03799753081709196880,1,1,20260216,0,0,0,2,0,00
6190,20,917.564,05,01,05042912914747829983,01633219706766788305,1,1,20260429,0,0,0,1,0,00
6191,10,916.163,26,25,26337374279802948077,25153077235692716093,1,1,20260320,0,0,0,1,0,00
6192,20,1872.901,25,20,25511126472098982739,20208430331618876634,1,1,20260331,0,0,0,2,0,00
6193,20,4455.026,01,17,01585691634283027791,17147572325301053802,1,1,20260318,0,0,0,1,0,00
6194,10,12783.792,26,08,26322145422222974977,08088120540362735157,1,1,20260429,0,0,0,1,0,00
6195,10,2932.462,26,10,26806428203062433415,10336673280536401745,1,1,20260504,0,0,0,1,0,00
6196,31,376.08,26,04,26328408110806509227,04769002767305793538,1,1,20260227,0,0,0,1,0,00
6197,10,818.106,26,03,26216708164250660950,03724248716070109133,1,1,20260413,0,0,0,2,0,00
6198,30,3026.538,26,04,26784796461363637241,04945625570117641015,1,1,20260220,0,0,0,1,0,00
6199,10,443.856,26,01,26069643946689856929,01423377079867735476,1,0,20260317,0,0,0,2,1,07
6200,30,692.84,10,10,10600676477689119314,10280184133527554915,1,1,20260213,0,1,2,1,1,02
6201,30,4629.466,26,10,26523346787552852059,10524077842258906183,0,1,20260410,0,0,0,1,1,07
6202,10,7073.927,01,14,01874778753332649826,14652671319495887473,1,1,20260410,0,0,0,1,0,00
6203,30,1322.662,25,05,25699722797818417446,05512244580165732727,1,1,20260427,0,0,0,1,0,00
6204,10,3611.92,03,10,03740513383277231361,10365463522008470512,1,1,20260423,0,0,0,1,0,00
6205,10,11187.213,02,01,02084053149857576869,01173906161134520413,1,1,20260227,0,0,0,2,0,00
6206,20,3624.522,26,25,26664736321025868077,25662165896193964870,1,1,20260403,1,0,0,1,1,09
6207,30,1158.734,25,01,25140900962105514951,01519831251235187847,1,1,20260219,0,0,0,1,0,00
6208,10,7389.176,26,25,26121414743284812581,25988175716247009097,1,1,20260320,0,0,0,1,0,00
6209,10,6688.864,02,04,02921979296507647124,04127348223960138870,1,1,20260216,0,0,0,1,0,00
6210,10,1100.386,26,17,26090856035591857905,17896305487420530193,1,1,20260316,0,0,0,1,0,00
6211,20,2622.248,17,04,17229626543401826104,04067167262636366204,1,1,20260217,0,0,0,1,0,00
6212,20,551.509,25,01,25895467671333403835,01170966474560973808,1,1,20260403,0,0,0,1,0,00
6213,10,864.225,26,07,26019331246842456202,07706335135770813512,1,1,20260305,0,0,0,1,0,00
6214,10,21916.602,10,08,10631246006165936075,08539405280537288015,1,1,20260217,0,0,0,1,0,00
6215,10,835.673,26,11,26352098561208329683,11825488143636078616,1,1,20260410,0,0,0,1,0,00
6216,10,718.585,12,08,12218506489417287756,08608901052940855859,1,1,20260508,0,0,2,2,1,02
6217,30,9424.326,04,03,04742353907936125779,03373595005710627602,1,1,20260220,0,0,0,2,0,00
6218,30,22795.41,12,03,12472855864329884531,03727900202779021187,1,1,20260417,0,0,0,1,0,00
6219,20,405.671,26,04,26953282603370803579,04967455885970096222,1,1,20260501,0,0,0,1,0,00
6220,10,964.481,02,26,02260473997699061954,26522134193320220402,1,1,20260409,0,0,0,1,0,00
6221,30,15423.171,12,14,12034728068212122328,14959695402902633607,1,1,20260501,0,0,0,1,0,00
6222,10,969.143,11,07,11233851458766576025,07188981418307396897,1,1,20260505,0,0,0,1,0,00
6223,84,1804.99,04,08,04561647295323027573,08267423272170496261,1,1,20260220,0,0,0,1,0,00
6224,40,1836.411,26,17,26554340770383772641,17212999548186613161,1,1,20260414,0,0,0,1,0,00
6225,10,3291.799,02,01,02104593312841089996,01291398107888178407,1,1,20260213,0,0,0,1,0,00
6226,10,356.245,26,04,26806081426109895001,04053326036786584066,1,1,20260401,0,0,0,1,0,00
6227,40,673.643,04,02,04217357527405751380,02784839564110079605,1,1,20260210,0,0,0,1,0,00
6228,20,1165.301,26,01,26175724997461378880,01764220665461479746,1,1,20260327,0,0,0,1,0,00
6229,10,912.854,10,25,10920106667116673112,25205780059240657215,1,1,20260326,0,0,0,1,0,00
6230,30,1082.976,05,14,05519576883012607015,14751935122543992881,1,1,20260306,0,0,0,1,0,00
6231,10,1466.507,26,07,26531082242286083333,07849438861695140232,1,1,20260331,0,0,0,1,0,00
6232,10,3475.743,10,17,10297935795400371518,17952513736080984363,1,1,20260414,0,0,0,2,0,00
6233,10,441.908,20,05,20654700781933726430,05689398462762497375,1,1,20260421,0,0,0,1,0,00
6234,10,1992.785,26,12,26471906262506349389,12151776264137637316,1,1,20260417,0,0,0,2,0,00
6235,10,1150.673,26,02,26428873118871286517,02841212465792292095,1,1,20260501,0,0,0,1,0,00
6236,10,2979.542,26,14,26634177568195348910,14504631358922821683,0,1,20260325,0,0,0,1,0,00
6237,20,1987.823,26,07,26051002019132680945,07740508275475655896,1,1,20260310,0,0,0,1,0,00
6238,10,752.536,26,17,26216001998205359341,17594010026670742646,1,0,20260310,0,0,0,1,1,07
6239,10,2574.759,26,01,26034899792952446624,01853066510461295778,1,1,20260424,0,0,0,1,0,00
6240,10,1073.806,25,17,25168813926466175838,17984636399985455304,1,0,20260305,0,0,0,1,1,07
6241,20,2052.036,26,14,26502375727475351811,14870302107522600825,1,1,20260430,0,0,0,1,0,00
6242,30,3556.464,01,20,01023690287574613270,20714694593518433167,1,1,20260501,0,0,0,1,0,00
6243,20,195.594,25,11,25962617847326067716,11596366613895118996,1,1,20260312,0,0,0,1,0,00
6244,10,9944.971,26,01,26365308525071301793,01885671920379742988,1,1,20260227,0,0,0,2,0,00
6245,30,7911.916,11,25,11684577726874770414,25223180618891013405,1,1,20260311,0,0,0,1,0,00
6246,10,8493.338,26,11,26982341275858653255,11104583540402780750,1,1,20260429,0,0,0,1,0,00
6247,30,3109.599,07,01,07630941949164126582,01972845701646338730,1,1,20260429,0,0,0,1,0,00
6248,20,1602.995,26,02,26382091552720027754,02948398517070939689,1,1,20260313,0,0,0,1,0,00
6249,84,374.92,14,04,14385369122065382615,04406935839491273857,1,1,20260220,0,0,0,1,0,00
6250,20,70565.82,20,26,20358455386300134949,26531769950534968524,1,1,20260317,0,0,0,1,0,00
6251,30,16996.203,26,11,26756971346509985903,11290397595868017030,1,1,20260213,0,0,0,3,0,00
6252,10,3035.888,17,05,17532006735314124012,05416576019495405273,1,1,20260210,0,0,0,1,0,00
6253,20,195.229,08,10,08257722484210074512,10268311986315116875,1,1,20260427,0,0,0,1,0,00
6254,40,800.37,08,07,08746131376261455668,07609188873871374973,1,1,20260409,0,0,0,1,0,00
6255,32,8591.088,26,02,26865127771323774180,02052342578634511644,1,1,20260327,0,0,0,1,0,00
6256,30,1133.135,26,26,26349445970381788979,26350316630521932756,1,1,20260420,0,1,0,1,0,00
6257,10,10331.66,12,05,12252528791118262367,05249166116003562778,1,1,20260323,0,0,0,3,0,00
6258,20,7773.865,26,05,26787835100633865568,05296501008015816533,1,1,20260224,0,0,0,1,0,00
6259,10,1216.407,04,12,04073007889055199426,12311577341179287308,1,1,20260319,0,0,0,1,0,00
6260,31,2500.053,10,26,10046363198476971404,26918478478238345425,1,1,20260306,0,0,0,1,0,00
6261,40,652.953,26,08,26544554491497233844,08461942535563269853,1,1,20260320,0,0,0,2,0,00
6262,40,4669.531,11,26,11107105887230039306,26451493964741030908,1,1,20260416,0,0,0,1,0,00
6263,10,750.834,26,11,26113126293847075047,11266442608486434587,0,1,20260224,0,0,0,1,1,07
6264,40,484.732,26,11,26817234537761817657,11366526053253175762,1,1,20260506,0,0,0,1,0,00
6265,30,69.218,14,05,14414249016888899477,05446711429668161670,1,1,20260331,0,0,0,1,0,00
6266,31,1841.581,10,03,10573126844652911871,03794764955327474361,1,1,20260501,0,0,2,1,1,02
6267,10,6982.835,05,11,05498395508780864037,11129783336046992589,1,1,20260501,0,0,0,1,0,00
6268,30,4141.125,26,02,26396345206169704739,02014659225523789826,1,1,20260327,0,0,0,1,0,00
6269,20,3014.008,26,08,26013768612033506586,08736451150723335612,1,1,20260424,0,0,0,1,0,00
6270,40,5993.37,10,26,10244638290909658639,26189209214787183103,1,1,20260227,0,0,0,1,0,00
6271,40,557.622,08,05,08982513129091038182,05942216828390393168,0,1,20260311,0,0,1,1,1,07
6272,10,20381.133,03,25,03869865732154639888,25113355402784984197,1,0,20260313,0,0,0,1,1,07
6273,20,1314.108,11,04,11757132245399851053,04672546741362953960,1,1,20260220,0,0,0,1,0,00
6274,10,1890.757,08,01,08884295084600501785,01168292273292372641,1,1,20260304,0,0,0,1,0,00
6275,10,1641.217,26,01,26625889101357836060,01427326657382680972,1,1,20260327,0,0,0,1,0,00
6276,31,20293.495,02,12,02239484698374082260,12200950367400013289,1,0,20260331,0,0,2,1,1,07
6277,30,26936.022,26,07,26544944530914619247,07179584896968896571,1,1,20260319,0,0,0,1,0,00
6278,31,275.104,26,04,26750490704898111638,04145994373638747226,1,1,20260501,0,0,0,1,0,00
6279,10,360.407,26,20,26075096788397746624,20941416783481790485,1,1,20260403,0,0,0,1,0,00
6280,10,22567.99,26,20,26972872107396054805,20028129262579814913,1,1,20260311,0,0,0,1,0,00
6281,10,1872.505,02,05,02572079811907887002,05791747722950643876,1,1,20260416,0,0,0,1,0,00
6282,31,3989.501,26,03,26597755821234349404,03015584772204673556,1,1,20260313,0,0,0,1,0,00
6283,10,565.148,02,17,02019955497707780858,17396619571548065372,1,1,20260316,0,0,0,1,0,00
6284,10,5712.761,11,10,11070628128456134920,10133859990826064836,1,1,20260410,0,0,0,1,0,00
6285,20,1124.079,12,04,12031220548143198978,04507513409736982752,1,1,20260506,0,0,0,1,0,00
6286,30,3268.897,26,03,26389517829222530863,03603060280300102619,1,1,20260320,0,0,0,1,0,00
6287,10,2050.808,08,25,08507926518845593675,25452149570146361532,1,1,20260413,0,0,0,1,0,00
6288,32,2727.399,10,26,10331017236022938442,26804280806448118690,1,1,20260508,0,0,0,1,0,00
6289,30,547.796,17,02,17757986461148614028,02733077263303863775,1,1,20260424,0,0,0,2,0,00
6290,10,1143.177,26,14,26140480557750276234,14330440807833380194,1,1,20260410,0,0,0,1,0,00
6291,40,199.127,26,12,26493177577380016895,12309326025104098541,1,1,20260331,0,0,0,1,0,00
6292,20,369.472,02,10,02554123876881367385,10479608509614543286,1,1,20260320,0,0,0,2,0,00
6293,30,2138.67,05,03,05897771932325337629,03834873116661729410,1,1,20260422,0,0,0,1,0,00
6294,30,16486.398,26,05,26015868960865017896,05006314945566810240,1,1,20260507,0,0,0,1,0,00
6295,10,692.915,05,25,05633869043779844861,25197796614233841212,1,1,20260226,0,0,0,1,0,00
6296,10,592.122,26,11,26229172339275000182,11812303309833561518,1,1,20260401,0,0,0,1,0,00
6297,10,124346.551,26,26,26191546625846428404,26427022907549652327,1,0,20260313,0,1,2,1,1,02
6298,10,7365.965,08,11,08369498928616132020,11600654974085100238,1,1,20260220,0,0,0,1,0,00
6299,10,756.018,04,03,04715003195418528105,03585078599783024419,1,1,20260417,0,0,0,1,0,00
6300,31,18974.725,26,07,26023437092092652166,07905597431678485311,1,1,20260420,0,0,1,1,1,08
6301,10,3694.576,04,25,04076104071074655912,25318395282439093497,1,1,20260220,0,0,0,1,0,00
6302,10,5678.637,17,20,17136360132414015737,20402976794576362433,1,1,20260302,0,0,0,1,0,00
6303,10,9438.335,11,08,11427379726023806223,08221318136375993102,1,1,20260325,0,0,0,1,0,00
6304,10,1222.033,03,10,03442665359999207144,10048475700569502069,1,1,20260311,0,0,0,1,0,00
6305,10,262.161,01,17,01352427987465828470,17388140838842911522,0,1,20260424,0,0,0,1,1,07
6306,30,2472.364,26,05,26562945112680679851,05619149819281946347,1,1,20260311,0,0,0,1,0,00
6307,10,587.14,26,11,26318470188770450092,11107502468714260612,1,1,20260427,0,0,0,1,0,00
6308,10,822.889,26,20,26921980223518186179,20474799693327952634,1,1,20260428,0,0,0,1,0,00
6309,10,6325.095,26,20,26384996124840238263,20018338350433426205,1,1,20260501,0,0,0,3,0,00
6310,30,351.944,26,04,26074905254885033266,04463107568700364782,1,0,20260508,0,0,0,1,1,07
6311,20,11249.815,26,14,26048574691569177162,14125141844216283679,1,1,20260304,0,0,0,1,0,00
6312,10,22540.594,17,02,17941253955272497415,02549816050262550029,1,1,20260213,0,0,0,2,0,00
6313,10,3554.355,26,14,26244824626323661722,14632186569987550175,1,1,20260501,0,0,0,1,0,00
6314,10,2136.535,17,10,17052175014985766881,10151678876837478041,1,1,20260306,0,0,0,1,0,00
6315,20,2611.547,26,01,26483168406246139262,01074813223322747180,1,1,20260421,0,0,0,1,0,00
6316,31,2371.901,01,03,01325472178386042794,03892823699034726601,1,1,20260410,0,0,0,1,0,00
6317,10,4631.648,10,12,10680585911262779077,12614478295449895055,0,1,20260302,0,0,0,1,1,07
6318,84,1665.749,02,14,02624917729625957827,14279610466473555644,1,1,20260407,0,0,0,1,0,00
6319,31,3322.385,26,11,26375773737682063201,11214496323985119753,1,1,20260213,0,0,0,1,0,00
6320,30,2014.301,26,01,26269921221307327345,01656086354486780468,1,1,20260401,0,0,0,1,0,00
6321,10,17625.466,05,08,05655622281167952244,08348767142940355116,1,0,20260219,0,0,0,1,1,07
6322,30,501.357,14,17,14758552635005546013,17632414594616814619,1,1,20260423,0,0,0,2,0,00
6323,10,2740.366,26,04,26679605223921527269,04832871042730111013,1,1,20260327,0,0,0,1,0,00
6324,20,2091.302,04,01,04315181780940935647,01301872508963812457,1,1,20260406,0,0,0,1,0,00
6325,10,441.957,08,12,08834611192183252255,12115079925415081885,1,1,20260220,0,0,1,1,0,00
6326,30,2616.901,25,17,25823249024111048558,17768996263153835746,1,1,20260427,0,0,0,2,0,00
6327,20,4146.531,03,05,03674786255691998488,05221866792957654605,1,1,20260501,0,0,0,1,0,00
6328,32,5007.776,02,01,02225936133018980930,01413899510898885160,1,1,20260213,0,0,0,1,0,00
6329,10,134.365,12,04,12544991962613257338,04555425798957450799,1,0,20260303,0,0,0,1,1,07
6330,10,755.703,03,07,03335415443892796307,07241321852155938720,1,1,20260320,0,0,0,1,0,00
6331,10,7661.413,02,03,02010934845375516381,03275204583217448505,1,1,20260323,0,0,2,1,1,02
6332,30,6838.131,26,05,26761377608727688244,05357400809038827649,1,1,20260227,0,0,0,1,0,00
6333,10,1002.589,26,14,26551780305441011621,14273157666424065069,1,0,20260413,0,0,0,3,1,07
6334,10,1222.607,26,25,26585502876138681282,25729739084630492676,1,1,20260303,0,0,0,1,0,00
6335,10,5705.366,26,04,26501343401642641137,04279032401252341508,1,1,20260219,0,0,0,1,0,00
6336,10,1620.865,26,14,26725266719285302673,14558328611463458827,1,1,20260227,0,0,0,1,0,00
6337,10,1886.051,17,04,17822601797274134601,04643509248806465540,1,1,20260220,0,0,0,1,0,00
6338,10,1558.908,10,04,10500701342995469353,04494430837553831309,1,1,20260508,0,0,0,1,0,00
6339,10,5155.796,26,07,26121471625364698481,07140889578757960889,1,1,20260227,0,0,0,1,0,00
6340,10,718.911,26,10,26199472797938678813,10797390451413846326,1,1,20260424,0,0,0,1,0,00
6341,10,37.236,08,20,08817619772059813495,20553893306343689773,1,1,20260417,0,0,0,1,0,00
6342,30,1272.048,10,17,10315332071579853164,17686167682102706027,1,1,20260413,0,0,0,1,0,00
6343,20,391.494,26,07,26688709770522837625,07442486009338757645,1,1,20260217,0,0,0,2,0,00
6344,10,2952.661,14,03,14115507829820267491,03691743012988714354,1,1,20260309,0,0,0,1,0,00
6345,10,2096.712,03,25,03813366182006125223,25600505376051363014,1,1,20260417,0,0,0,1,0,00
6346,84,8626.447,04,14,04339961225531945365,14936517061002318596,1,1,20260313,0,0,0,1,0,00
6347,10,3005.874,26,11,26289341967613415133,11490631186610720452,1,1,20260220,0,0,0,1,0,00
6348,10,584.768,26,03,26201285146408916771,03011621219937476412,1,1,20260311,0,0,0,2,0,00
6349,30,11017.502,04,10,04875032554650832822,10788769187655158207,1,1,20260327,0,0,0,1,0,00
6350,10,221.314,26,12,26488768612609294962,12696894316936225426,1,1,20260317,0,0,1,1,0,00
6351,20,1035.153,14,11,14143929353900768696,11054144489409256602,1,1,20260320,0,0,0,1,0,00
6352,10,2690.295,26,04,26316571690709536063,04600276394934948624,0,1,20260420,0,0,0,1,1,07
6353,20,384.53,11,04,11180264150678443195,04937493871188504583,1,1,20260421,0,0,0,1,0,00
6354,10,4804.271,26,02,26846091431710645541,02933390912488579264,1,1,20260424,0,0,0,1,0,00
6355,10,937.901,26,07,26330867691966001945,07142607220649946725,1,1,20260213,0,0,0,2,0,00
6356,10,1094.115,26,10,26458735962379618871,10226230841256979387,1,0,20260429,0,0,1,1,1,07
6357,20,386.148,26,08,26013584300662808171,08994309796724277489,1,1,20260417,0,0,0,2,0,00
6358,10,1883.143,26,20,26507093849827930251,20199028435289788220,1,1,20260508,0,0,0,1,0,00
6359,10,1250.211,05,26,05855328874670397782,26012964110753251668,1,1,20260422,0,0,0,1,0,00
6360,20,404.887,03,10,03431308933124831483,10969730663443885930,1,1,20260306,0,0,0,1,0,00
6361,10,6385.923,12,04,12042261778373863731,04137726769396020930,1,1,20260501,0,0,0,1,0,00
6362,20,5668.168,26,14,26187250831943364891,14146543434112757204,1,1,20260226,0,0,0,1,0,00
6363,10,1294.599,03,12,03877794034416746745,12214335008852512361,1,1,20260501,0,0,0,1,0,00
6364,30,1709.975,26,08,26250908550617403158,08593751580284327093,0,1,20260220,0,0,0,1,1,07
6365,20,1690.725,01,14,01066255805989916317,14791031095998421574,1,1,20260327,0,0,0,1,0,00
6366,20,5101.042,03,02,03219879006861877345,02629149797608839628,1,1,20260224,0,0,0,1,0,00
6367,10,9568.7,26,04,26701938302001476590,04437492367282063812,1,1,20260403,0,0,0,1,0,00
6368,30,215.27,26,04,26872294962302450740,04446631218253233802,1,1,20260317,0,0,0,1,0,00
6369,20,826.525,02,04,02006402115636795383,04359589419374073546,1,1,20260223,0,0,0,1,0,00
6370,10,1967.902,02,12,02623415551961009952,12520284231735011621,1,1,20260403,0,0,0,1,0,00
6371,40,1641.83,03,26,03718308193676695158,26372428048028331481,1,1,20260225,0,0,0,1,0,00
6372,10,969.048,26,03,26592697606522331111,03774133576303377852,1,1,20260410,0,0,0,1,0,00
6373,10,3340.739,04,08,04966711233730534744,08914687671437217734,1,1,20260210,0,0,0,1,0,00
6374,10,647.821,26,04,26373001281441218283,04871041327339047932,1,1,20260217,0,0,0,1,0,00
6375,10,5237.08,08,03,08670323669747182643,03116939026606241202,1,1,20260305,0,0,0,1,0,00
6376,10,84755.183,26,10,26984943168556853771,10950144021329272467,0,1,20260413,0,0,0,1,1,07
6377,31,1190.754,26,10,26574322912727573352,10686013269719312093,1,1,20260312,0,0,0,1,0,00
6378,20,4138.625,03,02,03422473399049596081,02504931444948333966,1,1,20260227,0,0,0,1,0,00
6379,10,2302.254,26,25,26363581000900819528,25034395845175588866,1,1,20260505,0,0,0,1,0,00
6380,10,1268.706,03,14,03383700398775245169,14553475106727318669,1,1,20260501,0,0,0,1,0,00
6381,30,2239.339,03,26,03657232181075273787,26393055823299668405,1,1,20260327,0,0,0,1,0,00
6382,20,167.25,26,02,26968711433221131851,02097123547654694052,1,0,20260309,0,0,0,1,1,07
6383,10,9857.518,26,03,26878673707507621671,03911689094441991317,1,1,20260227,0,0,3,1,1,04
6384,10,17004.849,26,01,26724462039510046705,01806524261581076616,1,1,20260312,0,0,0,1,0,00
6385,10,3558.545,26,04,26315681547464310021,04080775329395411131,1,1,20260217,0,0,0,1,0,00
6386,30,4044.995,26,04,26008901709694044891,04922926956973181812,0,1,20260210,0,0,0,1,1,07
6387,10,1731.777,26,07,26234335192687947048,07342104868671752845,1,1,20260306,0,0,0,1,0,00
6388,10,230.712,26,07,26847306376381716309,07736885205347204040,1,1,20260501,0,0,0,1,0,00
6389,10,838.033,03,01,03880633636522940947,01464984725698882040,1,1,20260508,0,0,0,1,0,00
6390,10,96.452,01,08,01058554736918435249,08209636020998050058,1,1,20260508,0,0,0,1,0,00
6391,10,3164.128,26,26,26530223423083123864,26793440367195961710,1,1,20260324,0,1,0,1,0,00
6392,30,6181.392,01,26,01651893357409751535,26963703222135601170,1,1,20260211,0,0,0,1,0,00
6393,30,1663.991,26,11,26483500863463534176,11133733039621617002,1,1,20260504,0,0,0,1,0,00
6394,10,3669.606,01,17,01794047213150185667,17383332189864623695,1,1,20260319,0,0,0,2,0,00
6395,10,4404.036,01,10,01954175107559252848,10545961188682308644,0,1,20260403,0,0,0,1,1,07
6396,10,2533.535,26,04,26778610994204098318,04529039297758832136,1,1,20260220,0,0,0,3,0,00
6397,10,2197.716,26,26,26710242777191401611,26657334310269125273,0,0,20260410,0,1,0,1,1,07
6398,10,1722.042,03,17,03949816512920638728,17373173544050931451,1,1,20260217,0,0,0,1,0,00
6399,10,2047.126,03,01,03725733634901776975,01111779989758276197,1,1,20260220,0,0,0,1,0,00
6400,10,3917.998,08,02,08455785655481840550,02485564373514153806,1,1,20260428,0,0,0,1,0,00
6401,10,1075.393,26,04,26799799228238678171,04415873667616132274,1,0,20260318,0,0,0,1,1,07
6402,10,7537.056,26,01,26503530594401304461,01305856620810183579,1,1,20260408,0,0,0,1,0,00
6403,10,986.238,26,08,26699947386017784118,08797231421997037031,1,1,20260407,0,0,0,1,0,00
6404,30,253.789,03,05,03542822807405232654,05643929977264682425,1,1,20260227,0,0,0,1,0,00
6405,10,198.731,26,05,26857443095628209337,05012768821608888613,1,1,20260424,0,0,0,1,0,00
6406,10,702.248,26,08,26734733358682316654,08065830209827979236,1,1,20260213,0,0,0,1,0,00
6407,10,345.85,03,01,03197787438856698535,01831028582544611363,1,1,20260501,0,0,0,1,0,00
6408,10,96448.844,04,05,04363804252289731935,05253277519082137305,1,1,20260318,0,0,0,1,0,00
6409,10,36181.588,05,11,05398398278005575092,11722532388855404756,1,1,20260227,0,0,0,1,0,00
6410,10,938.554,03,01,03972035166331819908,01278562049965038571,0,1,20260324,0,0,0,1,1,07
6411,40,880.626,26,01,26840322470154375086,01541454432271941892,1,1,20260212,0,0,0,1,0,00
6412,10,1448.157,26,14,26077303322244189679,14477354501774851218,1,0,20260218,0,0,0,1,1,07
6413,20,2438.002,11,08,11196502509712458579,08975406739705085534,1,1,20260227,0,0,0,1,0,00
6414,10,1962.955,26,02,26503587273234447111,02566140483147839264,1,1,20260220,0,0,0,1,0,00
6415,10,15836.542,04,25,04817903424178247513,25948204807932901210,1,1,20260312,0,0,0,3,0,00
6416,10,6665.603,02,26,02200409992952934581,26952389872168274759,1,1,20260304,0,0,0,1,0,00
6417,10,2393.711,01,05,01378026957951608594,05133614472187034120,1,0,20260424,0,0,0,1,1,07
6418,20,2271.243,26,25,26145162057421299013,25661829177006134770,0,1,20260410,0,0,0,2,1,07
6419,84,740.098,08,01,08478625527035972840,01061295060832012232,1,1,20260306,0,0,0,1,0,00
6420,20,445.127,26,07,26030921106076881941,07739011181323428907,1,1,20260501,0,0,0,1,0,00
6421,10,864.949,03,10,03950915614569441959,10884587429664269187,1,0,20260424,0,0,0,1,1,07
6422,31,21809.225,07,04,07249694122478094334,04722468331342783074,1,1,20260417,0,0,0,1,0,00
6423,10,7924.56,26,12,26931627948538100589,12207260931610778407,1,1,20260408,0,0,0,1,0,00
6424,10,664.77,02,04,02926798295613419254,04680394795813619812,1,1,20260422,0,0,0,1,0,00
6425,10,276.249,03,12,03364366746728804673,12386398297864785813,1,1,20260318,0,0,0,1,0,00
6426,10,527.05,07,26,07811734332809461859,26276631072051423930,1,1,20260306,0,0,0,1,0,00
6427,10,1952.387,02,12,02621314236426175950,12059218362160917894,1,1,20260320,0,0,0,1,0,00
6428,10,445.274,14,03,14620111625577336457,03021470905780112705,1,1,20260430,0,0,0,2,0,00
6429,10,1495.864,11,04,11786795844766566618,04195005773198098380,1,1,20260227,0,0,0,1,0,00
6430,10,292.235,04,07,04843454720011362178,07295231499960949196,1,1,20260224,0,0,3,1,1,04
6431,20,362.351,26,04,26426806196037274418,04729083736254630468,1,1,20260408,0,0,3,1,1,04
6432,20,7748.747,26,01,26363135015742848203,01739240686179821324,1,1,20260317,0,0,0,1,0,00
6433,10,2536.567,26,01,26749649180822425562,01131660001836391982,1,1,20260424,0,0,3,1,1,04
6434,30,3191.303,26,03,26052310731632072467,03084282511278296182,1,1,20260402,0,0,0,1,0,00
6435,20,2078.237,08,14,08070902875035395934,14864387528291584888,1,1,20260326,0,0,0,3,0,00
6436,10,9718.088,03,01,03958672955343516351,01477385773131730403,1,1,20260303,0,0,0,1,0,00
6437,10,993.747,26,12,26424021448379824897,12106833225395818740,1,1,20260324,0,0,0,1,0,00
6438,30,4515.902,08,26,08852927998260421308,26789653848408318229,1,1,20260223,0,0,0,1,0,00
6439,32,2087.359,26,03,26406362397013429557,03941132661737472082,1,1,20260508,0,0,0,1,0,00
6440,20,10652.077,17,10,17777025986026422164,10194646723931266679,1,1,20260424,0,0,0,3,0,00
6441,20,1138.592,26,17,26178421731471150275,17126121042982895457,1,1,20260220,0,0,0,1,0,00
6442,10,2930.602,26,17,26464645800998255712,17168789472938049880,1,1,20260331,0,0,0,1,1,10
6443,10,227.763,04,11,04516088187119341820,11528101706156383927,1,1,20260504,0,0,3,1,1,04
6444,10,943.181,26,01,26065826602874329405,01344562063226474506,1,1,20260227,0,0,0,2,0,00
6445,20,6069.104,01,05,01481928935582922165,05593024768531122214,1,1,20260225,0,0,0,2,0,00
6446,10,1400.024,05,17,05286828713749166406,17435917533672267045,1,1,20260320,0,0,2,1,1,02
6447,10,3498.131,26,04,26462141296720843315,04609596684035173154,1,1,20260305,0,0,0,1,0,00
6448,30,5144.972,07,20,07907825250474143946,20153722248563245600,1,0,20260424,0,0,0,1,1,07
6449,30,751.454,26,12,26499201819143591619,12949926735977708957,1,1,20260312,0,0,0,1,0,00
6450,30,1728.104,26,04,26785551772219472331,04155474539684679120,1,0,20260402,0,0,0,1,1,07
6451,20,1411.449,17,20,17171840443028461818,20630173695137224988,1,1,20260408,0,0,3,1,1,04
6452,84,2866.747,26,02,26229283905516505873,02440707779310505202,1,1,20260423,0,0,0,1,0,00
6453,30,2816.495,04,02,04618999912078585618,02510565252366334662,1,1,20260219,0,0,0,1,0,00
6454,10,932.205,05,26,05387227801721873428,26582905579253289475,1,1,20260414,0,0,0,1,0,00
6455,20,1807.637,04,01,04941403907211922315,01726095878696441333,1,1,20260216,0,0,0,2,0,00
6456,10,3679.808,26,25,26728814583706854275,25593249763330624128,1,1,20260504,0,0,0,1,0,00
6457,10,5592.116,26,14,26742716103927712340,14255453702236278836,1,1,20260213,0,0,1,1,0,00
6458,10,430.388,12,07,12223027893088851962,07955377183404334127,1,1,20260210,0,0,0,1,0,00
6459,10,2138.82,26,03,26863111061302688615,03211280708702613931,1,0,20260225,0,0,0,1,1,07
6460,30,190.973,26,12,26465234283863079384,12121798211871798224,1,1,20260316,0,0,0,1,0,00
6461,10,1780.269,26,05,26800477643702863140,05609350711372295143,1,1,20260223,0,0,0,2,0,00
6462,20,1038.31,07,26,07951273498153411137,26657945308542238660,1,1,20260313,0,0,0,1,0,00
6463,10,174.132,02,07,02190655275855620995,07960029165245091494,1,1,20260421,0,0,0,1,0,00
